lastName,name,declarationDate,job,ministry,declarationObject
ABDEKEFI,Mohamed,9-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDEL GHANI,Mohamed Habib,18-févr.-2004,DIRECTEUR GENERAL,MINISTERE DE L'AGRICULTURE DE L'ENVIRONNEMENT ET DES RESSOURCES HYDRAULIQUES,RENOUVELLEMENT -5 ANS-
ABDEL GHANI,Mohamed Habib,17-mars-1993,CHEF DE SERVICE COMMERCIAL,MINISTERE DE L'AGRICULTURE,PREMIERE DECLARATION
ABDEL HAFITH,RIDHA,28-janv.-2015,SECRETAIRE D'ETAT,PRESIDENCE DU GOUVERNEMENT,CESSATION DE FONCTION
ABDEL HAFITH,RIDHA,6-févr.-2012,SECRETAIRE GENERAL DU GOUVERNEMENT,PRESIDENCE DU GOUVERNEMENT,CHANGEMENT DE FONCTION 
ABDEL HAFITH,RIDHA,22-août-2011,PRESIDENT DIRECTEUR GENERAL,MINISTERE DU TRANSPORT ET DE L'EQUIPEMENT,CESSATION DE FONCTION
ABDEL HAFITH,RIDHA,27-avr.-2011,PRESIDENT DIRECTEUR GENERAL,MINISTERE DU TRANSPORT ET DE L'EQUIPEMENT,RENOUVELLEMENT -5 ANS-
ABDEL HAFITH,RIDHA,14-oct.-2010,DIRECTEUR,PRESIDENCE DU GOUVERNEMENT,PREMIERE DECLARATION
ABDEL HEDI,Mahmoud,6-oct.-1989,COMMISSAIRE  REGIONAL,MINISTERE DE L'AGRICULTURE,PREMIERE DECLARATION
ABDEL HEDI,TAHER,16-mars-2012,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
ABDEL JABBAR,ELLOUZ,25-août-2010,DIRECTEUR,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
ABDEL JAOUED,KAMEL,3-févr.-2012,DIRECTEUR GENERAL,MINISTERE DES FINANCES,PREMIERE DECLARATION
ABDEL KHALEK,Mohamed,6-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
ABDEL MAWLA,SOUAD,10-sept.-2015,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE SCIENTIFIQUE,RENOUVELLEMENT -5 ANS-
ABDEL MAWLA,SOUAD,11-nov.-2010,INCONNUE,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,PREMIERE DECLARATION
ABDEL RAHIM,KARIM,6-mars-2012,DIRECTEUR,MINISTERE DE LA FORMATION PROFESSIONNELLE ET DE  L'EMPLOI,PREMIERE DECLARATION
ABDEL RAZEK,MOHAMED,26-janv.-2012,DIRECTEUR,"MINISTERE DE L'INDUSTRIE, DE L'ENERGIE ET DES MINES",PREMIERE DECLARATION
ABDEL RAZEK,MOHAMED MONGI,25-févr.-2012,DIRECTEUR,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
ABDELAALI,Mohamed Khaireddine,20-juil.-2005,DIRECTEUR GENERAL,MINISTERE DE LA CULTURE ET DE LA SAUVEGARDE DU  PATRIMOINE,RENOUVELLEMENT -5 ANS-
ABDELAALI,Mohamed Khaireddine,12-mai-1999,DIRECTEUR GENERAL,MINISTERE DE LA CULTURE,RENOUVELLEMENT -5 ANS-
ABDELAALI,Mohamed Khaireddine,7-juil.-1987,DIRECTEUR GENERAL DE L'UNITE DE LA LEGISLATION ET DU CONTENTIEUX,MINISTERE DE LA SANTE PUBLIQUE,PREMIERE DECLARATION
ABDELAOUI,Habib,10-avr.-2000,COMPTABLE PUBLIC,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
ABDELAOUI,Habib,27-avr.-1993,COMPTABLE PUBLIC,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
ABDELAOUI,Habib,9-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELAOUI,Ridha,15-avr.-1993,AGENT,MINISTERE DES FINANCES,PREMIERE DECLARATION
ABDELAOUI,Belkacem,20-oct.-1993,RESPONSABLE,MINISTERE DES FINANCES,PREMIERE DECLARATION
ABDELAOUI,ABDEL SATTAR,13-avr.-2012,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
ABDELATIF,MOUNA,10-sept.-2007,INCONNUE,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
ABDELATTIF,ADNEN,16-juin-2012,MAGISTRAT CONSEILLER,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
ABDELAZIZ,Houcine,7-sept.-1993,DIRECTEUR,MINISTERE DE L'ECONOMIE NATIONALE,PREMIERE DECLARATION
ABDELBARI,Taoufik,4-déc.-2007,CONTROLEUR,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
ABDELBARI,Taoufik,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELFETTAH,Salem,2-juil.-1987,CHEF DE BUREAU REGIONAL,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
ABDELGHAFAR,Khemais,22-avr.-1988,CHEF DE SERVICE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
ABDELGHAFAR,badiaa,9-nov.-2010,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,RENOUVELLEMENT -5 ANS-
ABDELGHAFAR,badiaa,14-avr.-2004,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,RENOUVELLEMENT -5 ANS-
ABDELGHAFAR,badiaa,19-oct.-1999,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEURE,PREMIERE DECLARATION
ABDELGHANI,Rafika,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELGHANI,Amor,9-juil.-1987,DIRECTEUR REGIONAL,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELGHANI,Amer,18-mars-2004,DIRECTEUR,MINISTERE DES TECHNOLOGIES DE LA COMMUNICATION ET DU TRANSPORT,RENOUVELLEMENT -5 ANS-
ABDELGHANI,Amer,13-déc.-1989,DIRECTION,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
ABDELGHNII,ABDELMAJID,10-avr.-2004,DIRECTEUR,MINISTERE DES TECHNOLOGIES DE LA COMMUNICATION ET DU TRANSPORT,PREMIERE DECLARATION
ABDELHAFID,Mohamed Landoulsi,26-oct.-1987,CONTROLEUR DU TRANSPORT ROUTIER,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
ABDELHAMID,Ali,29-juin-1987,SOUS CHEF DE SERVICE DE CONTROLE DES COMPTES,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
ABDELHAMID,Mohamed,10-juil.-1999,DIRECTEUR,MINISTERE DE L'EQUIPEMENT ET DE L'HABITAT,RENOUVELLEMENT -5 ANS-
ABDELHAMID,Mohamed,1-févr.-1992,INSPECTEUR EN CHEF,INCONNU,PREMIERE DECLARATION
ABDELHAY,Sghaier,4-juil.-1987,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
ABDELHEDI,Mohamed,15-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELHEDI,Moncef,15-sept.-1999,PRESIDENT,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
ABDELJAOUAD,Mohamed Aziz,9-juil.-1987,DIRECTEUR,MINISTERE DE L'ENERGIE ET DES MINES,PREMIERE DECLARATION
ABDELJAOUAD,SLAHEDINE,10-oct.-2007,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
ABDELJAOUADE,Youssef,1-avr.-1993,EX-SOUS - DIRECTEUR,MINISTERE DES COMMUNICATIONS,RETRAITE
ABDELJAOUADE,Youssef,9-juil.-1987,SOUS - DIRECTEUR,MINISTERE DES COMMUNICATIONS,PREMIERE DECLARATION
ABDELJAOUED,Bechir,18-juil.-1987,INSPECTEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELJAOUED,Ftima,29-juin-1993,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
ABDELJAOUED,SLAH EDDINE,27-nov.-2012,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
ABDELKABIR,Amor,9-juil.-1987,RECEVEUR DES FINANCES,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELKABIR,Mohamed Noureddine,1-juin-2007,RECEVEUR,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
ABDELKABIR,Mohamed Noureddine,10-août-1999,RECEVEUR DES FINANCES,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
ABDELKABIR,Mohamed Noureddine,7-oct.-1987,RECEVEUR DES FINANCES,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELKABIR,Mohamed Abdelhafidh,6-févr.-1989,CHEF D'AGENCE,MINISTERE DES FINANCES,PREMIERE DECLARATION
ABDELKABIR,MOHAMED,27-juin-2005,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
ABDELKADER,Amor,6-août-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELKADER,Mohamed,2-sept.-1987,DIRECTEUR,MINISTERE DE L'ENERGIE ET DES MINES,PREMIERE DECLARATION
ABDELKADER,LOUZI,2-mai-2012,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
ABDELKAFI,MOHAMED FADHEL,9-sept.-2016,MINISTRE,MINISTERE DES INVESTISSEMENTS ET DE LA COOPE INTERN,PREMIERE DECLARATION
ABDELKARIM,Khaled,6-juil.-1987,CHEF DE SERVICE,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
ABDELKARIM,Ammar,21-juil.-1999,DIRECTEUR GENERAL,MINISTERE DES FINANCES,CHANGEMENT DE FONCTION 
ABDELKARIM,Ammar,6-juil.-1987,DIRECTEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELKARIM,Mongi,1-juin-1999,COMPTABLE PUBLIC,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
ABDELKARIM,Mongi,6-oct.-1998,COMPTABLE PUBLIC,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
ABDELKARIM,Mongi,4-mars-1993,COMPTABLE PUBLIC,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
ABDELKARIM,Mongi,9-juil.-1987,COMPTABLE PUBLIC,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELKARIM,Ayed,29-juil.-1987,CHEF BUREAU,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
ABDELKBIRE,Ali,23-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELKEBIR,Abderrahmane,6-juil.-1987,DIRECTEUR,MINISTERE DE L'AGRICULTURE,PREMIERE DECLARATION
ABDELKEBIR,MONCEF,9-févr.-2012,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
ABDELKEFI,Mahmoud,11-juil.-1987,CHEF D'AGENCE A SFAX,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
ABDELKEFI,Mohamed,13-juil.-1987,DIRECTEUR,MINISTERE DE L'INFORMATION,PREMIERE DECLARATION
ABDELKEFI,Fathi,23-juil.-1987,DIRECTEUR D'USINE,MINISTERE DE L'ENERGIE ET DES MINES,PREMIERE DECLARATION
ABDELKEFI,Rafiaa,11-juin-1990,DIRECTRICE,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
ABDELKEFI,Salwa,6-mai-1999,SOUS DIRE CTEUR DES ACHATS,PRESIDENCE DU GOUVERNEMENT,RENOUVELLEMENT -5 ANS-
ABDELKEFI,Salwa,7-juil.-1993,CHEF DE SERVICE DES ACHAT ET DE LA PUBLICITE,MINISTERE DE L'INFORMATION,PREMIERE DECLARATION
ABDELKEFI,Mohamed Hedi,27-août-1993,DIRECTEUR,MINISTERE DE LA DEFENSE NATIONALE,PREMIERE DECLARATION
ABDELKEFI,Mohamed El Moncef,8-déc.-1997,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
ABDELKEFI,Youssef,18-oct.-1999,DIRECTEUR,MINISTERE DU COMMERCE,PREMIERE DECLARATION
ABDELKHALEK,Raja,7-juil.-1987,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
ABDELKHALEK,Mohamed,9-juil.-1987,ATTACHE D'INPECTION,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELKHALEK,Hedi,9-juil.-1987,ATTACHE D'INPECTION,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELKHALEK,Houria,29-avr.-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,RENOUVELLEMENT -5 ANS-
ABDELKHALEK,Houria,15-janv.-1988,DIRECTEUR,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
ABDELKRIM,Mohamed Rached,20-nov.-1996,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
ABDELLAOUI,Othmen,9-juil.-1987,DELEGUE DES AFFAIRES SOCIALES,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
ABDELLAOUI,Noureddine,8-mai-1995,REGISSEUR,MINISTERE DE L'EQUIPEMENT ET DE L'HABITAT,PREMIERE DECLARATION
ABDELLAOUI,MOKHTAR,29-nov.-2005,RECEVEUR DES FINANCES,MINISTERE DES FINANCES,PREMIERE DECLARATION
ABDELLAOUI,MEHREZ,17-juin-2013,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
ABDELLAOUI,ENNACEUR,18-sept.-2015,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE SCIENTIFIQUE,PREMIERE DECLARATION
ABDELLATIF,Mohamed,9-juil.-1987,DIRECTEUR,MINISTERE DE LA PRODUCTION AGRICOLE ET DES INDUSTRIES AGRO-ALIMENTAIRES,PREMIERE DECLARATION
ABDELLATIF,Moncef,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELLATIF,Kaddour,17-juil.-1987,COMPTABLE PUBLIC,MINISTERE DE LA PRODUCTION AGRICOLE ET DES INDUSTRIES AGRO-ALIMENTAIRES,PREMIERE DECLARATION
ABDELLATIF,Mohamed Naceur,8-août-1987,BRIGADIER CHEF,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELLAZIZ,Mohamed,6-juil.-1987,RECEVEUR DES FINANCES,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELLAZIZ,Moncef,9-juil.-1987,DIRECTEUR D'APPROVISIONEMENT,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
ABDELLAZIZ,Belgacem,28-oct.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELLEOUI,Khmaeis,24-mai-1999,INSTRUCTEUR DE 2 DEGRE,MINISTERE DES FINANCES,PREMIERE DECLARATION
ABDELLI,Ammar,3-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELLI,Hassin,6-juil.-1987,AGENT DE CONSTATATION,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELLI,Noureddine,6-juil.-1987,DIRECTEUR,MINISTERE DE LA PRODUCTION AGRICOLE ET DES INDUSTRIES AGRO-ALIMENTAIRES,PREMIERE DECLARATION
ABDELLI,BelKacem,13-juil.-2011,DIRECTEUR GENERAL,MINISTERE DU TRANSPORT ET DE L'EQUIPEMENT,RENOUVELLEMENT -5 ANS-
ABDELLI,BelKacem,20-avr.-1994,DIRECTEUR REGIONAL,MINISTERE DE L'EQUIPEMENT ET DE L'HABITAT,RENOUVELLEMENT -5 ANS-
ABDELLI,BelKacem,9-juil.-1987,DIRECTEUR REGIONAL,"MINISTERE DE L'EQUIPEMENT, DE L'HABITAT ET DU TRANSPORT",PREMIERE DECLARATION
ABDELLI,Khemais,9-juil.-1987,INSPECTEUR GENERAL DES FORCES ARMEES,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELLI,Mohamed Manoubi,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELLI,Solimane,9-juil.-1987,INSPECTEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELLI,Taoufik,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELLI,Feraj,18-févr.-1997,DIRECTEUR,MINISTERE DE L'EDUCATION,CHANGEMENT D'ADMINISTRATION
ABDELLI,Feraj,27-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
ABDELLI,KILENI,6-nov.-2008,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
ABDELLI,KILENI,19-avr.-2004,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
ABDELLI,HAMADI,1-juil.-2005,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
ABDELLI,MILED,10-août-2015,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,PREMIERE DECLARATION
ABDELMALEK,Hassouna,3-avr.-2014,PRESIDENT DIRECTEUR GENERAL,MINISTERE DE L'EQUIPEMENT,CESSATION DE FONCTION
ABDELMALEK,Hassouna,27-janv.-2012,PRESIDENT DIRECTEUR GENERAL,MINISTERE DE L'EQUIPEMENT,RENOUVELLEMENT -5 ANS-
ABDELMALEK,Hassouna,9-juin-1999,DIRECTEUR GENERAL,MINISTERE DE L'EQUIPEMENT ET DE L'HABITAT,RENOUVELLEMENT -5 ANS-
ABDELMALEK,Hassouna,16-mars-1993,DIRECTEUR GENERAL,MINISTERE DE L'EQUIPEMENT ET DE L'HABITAT,RENOUVELLEMENT -5 ANS-
ABDELMALEK,Hassouna,6-juil.-1987,DIRECTEUR REGIONAL,"MINISTERE DE L'EQUIPEMENT, DE L'HABITAT ET DU TRANSPORT",PREMIERE DECLARATION
ABDELMALEK,Mohamed,17-juil.-1987,COMPTABLE PUBLIC,MINISTERE DE LA SANTE PUBLIQUE,PREMIERE DECLARATION
ABDELMALEK,ABDALLAH,18-juin-2007,DIRECTEUR,MINISTERE DES INVESTISSEMENTS ET DE LA COOPE INTERN,PREMIERE DECLARATION
ABDELMELAK,Hedi,19-mars-1993,CHEF DE SERVICE,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
ABDELMLAK,Saaida,9-juil.-1987,CONTROLEUR,MINISTERE DES AFFAIRES SOCIALES,PREMIERE DECLARATION
ABDELMOULA,Mahmoude,5-juil.-1991,CHEF DE MINE,MINISTERE DE L'ECONOMIE NATIONALE,PREMIERE DECLARATION
ABDELMOULA,SLAH,30-janv.-2013,DIRECTEUR,MINISTERE DU TRANSPORT,PREMIERE DECLARATION
ABDELMOUMEN,Mohamed,9-juil.-1987,PRESIDENT DE CHAMBRE,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
ABDELMOUMEN,Tahar,9-juil.-1987,BRUGADIER,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELMOUMEN,Mahjoub,9-juil.-1987,AGENT DE CONSTATATION,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELMOUMEN,Souayeh,26-déc.-1987,DIRECTEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDELNABI,Jalele,10-avr.-1993,DIRECTEUR,MINISTERE DU TRANSPORT,RENOUVELLEMENT -5 ANS-
ABDELNABI,Jalele,3-juil.-1987,DIRECTEUR,"MINISTERE DE L'EQUIPEMENT, DE L'HABITAT ET DU TRANSPORT",PREMIERE DECLARATION
ABDELNADHER,Mohamed,26-oct.-2000,DIRECTEUR,MINISTERE DE DEVELOPPEMENT ECONOMIQUE,RENOUVELLEMENT -5 ANS-
ABDELNADHER,Mohamed,7-juil.-1987,CHEF DE DIVISION,MINISTERE DE L'ENERGIE ET DES MINES,PREMIERE DECLARATION
ABDELNBI,MOUNIR,7-mars-2012,MAGISTRAT,MINISTERE DE LA DEFENSE NATIONALE,PREMIERE DECLARATION
ABDELOUAHED,Lotfi,27-oct.-1994,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
ABDELOUAHID,Mohamed Lakhder,10-févr.-1995,DIRECTEUR,MINISTERE DE L'EDUCATION,CHANGEMENT D'ADMINISTRATION
ABDELOUAHID,Mohamed Lakhder,16-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,PREMIERE DECLARATION
ABDELTIF,AMEL,4-juin-2014,DELEGUE,MINISTERE DE L'INTERIEUR,CHANGEMENT DE FONCTION 
ABDELTIF,AMEL,5-mars-2012,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
ABDELWAHED,Moncef,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDENABI,Taoufik,9-juil.-1987,AMBASSADEUR,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
ABDENABI,Salah Eddine,11-déc.-1993,CONSULT GENERAL,MINISTERE DES AFFAIRES ETRANGERES,PREMIERE DECLARATION
ABDENADHER,Fethi,9-juil.-1987,DIRECTEUR AUX SERVICE DU CONSEILLER JURIDIQUE ET DE LA LEGISLATIO,PRESIDENCE DU GOUVERNEMENT,PREMIERE DECLARATION
ABDENADHER,Ali,26-mai-2006,CHEF DE CABINET,MINISTERE DE L'EQUIPEMENT,RENOUVELLEMENT -5 ANS-
ABDENADHER,Ali,25-mai-1999,CHEF DE CABINET,MINISTERE DE L'EQUIPEMENT ET DE L'HABITAT,RENOUVELLEMENT -5 ANS-
ABDENADHER,Ali,2-nov.-1992,CHEF DE CABINET,MINISTERE DE L'EQUIPEMENT ET DE L'HABITAT,PREMIERE DECLARATION
ABDENADHER,BELKISS,28-juin-2012,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
ABDENEJI,Zouhra,9-déc.-1996,DIRECTRICE,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
ABDENEJI,Zouhra,15-janv.-1988,DIRECTRICE,"MINISTERE DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA RECHERCHE SCIENTIFIQUE",PREMIERE DECLARATION
ABDENNABI,Mohamed,3-juil.-1987,SOUS - DIRECTEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDENNABI,LAMIA,20-déc.-2013,MAGISTRAT,MINISTERE DE LA JUSTICE,PREMIERE DECLARATION
ABDENNADHER,Ali,9-juil.-1987,DIRECTEUR,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
ABDENNADHER,Hedi,9-juil.-1987,DIRECTEUR,MINISTERE DE L'INDUSTRIEET DU COMMERCE,PREMIERE DECLARATION
ABDENNADHER,Habib,16-avr.-2004,DIRECTEUR,MINISTERE DES TECHNOLOGIES DE LA COMMUNICATION ET DU TRANSPORT,OBJET NON PREVU DANS LA TABLE
ABDENNADHER,Habib,29-mars-2001,DIRECTEUR,MINISTERE DES COMMUNICATIONS,PREMIERE DECLARATION
ABDENNADHER,YOSSRA,30-déc.-2016,MEMBRE,CONSEIL SUPERIEUR DE LA MAGISTRATURE,PREMIERE DECLARATION
ABDENNATHER,Amor,29-janv.-2004,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
ABDENNATHER,Amor,7-févr.-1998,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
ABDENNEBI,Samir,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDENNOUR,BEN HLIMA,23-mai-2012,PRESIDENT  DE COMMUNE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
ABDERABOU,Mohamed Nejib,20-févr.-2012,DELEGUE,MINISTERE DE L'INTERIEUR,CHANGEMENT DE FONCTION 
ABDERABOU,Mohamed Nejib,5-mars-1993,DIRECTEUR,MINISTERE DE L'EDUCATION ET DES SCIENCES,RENOUVELLEMENT -5 ANS-
ABDERABOU,Mohamed Nejib,21-juil.-1987,PRESIDENT  DE COMMUNE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
ABDERAHMAN,Amor,7-juil.-1987,LIEUTENANT,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
ABDERRAHIM,Abdallah,9-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDERRAHIM,Abdallah,30-janv.-2001,DELEGUE,MINISTERE DE L'INTERIEUR,PREMIERE DECLARATION
ABDERRAHIM,HAFEDH,6-avr.-2012,DIRECTEUR,MINISTERE DE L'ENSEIGNEMENT SUPERIEUR,PREMIERE DECLARATION
ABDERRAHMEN,Tebourbi,19-juin-1987,DIRECTEUR,"MINISTERE DE L'EQUIPEMENT, DE L'HABITAT ET DU TRANSPORT",PREMIERE DECLARATION
ABDERRAHMEN,Ahmed,28-juil.-1987,CONTROLEUR,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDERRAHMEN,Najem,21-oct.-1987,ADJUDANT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDERRAHMENE,Yahia,7-sept.-2007,AGENT,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
ABDERRAHMENE,Yahia,20-janv.-2000,AGENT,MINISTERE DES FINANCES,PREMIERE DECLARATION
ABDERRAZEK,Ammar,28-juin-1999,INSPECTEUR REGIONAL,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
ABDERRAZEK,Ammar,27-mai-1989,AGENT,MINISTERE DU PLAN ET DES FINANCES,CHANGEMENT D'ADMINISTRATION
ABDERRAZEK,Ammar,9-juil.-1987,AGENT,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDERRAZEK,Miled,22-juil.-1987,ATTACHE D'INPECTION,MINISTERE DU PLAN ET DES FINANCES,PREMIERE DECLARATION
ABDERRAZEK,Ali,22-juin-2007,DIRECTEUR,MINISTERE DE L'EDUCATION,RENOUVELLEMENT -5 ANS-
ABDERRAZEK,Ali,26-mai-1999,DIRECTEUR,MINISTERE DE L'EDUCATION,OBJET NON PREVU DANS LA TABLE
ABDERRAZEK,Ali,15-mai-1999,DIRECTEUR,MINISTERE DE L'EDUCATION,PREMIERE DECLARATION
ABDERRIHIM,Mohamed,2-mai-2000,COMPTABLE PUBLIC,MINISTERE DES FINANCES,RENOUVELLEMENT -5 ANS-
ABDERRIHIM,Mohamed,13-mars-1993,COMPTABLE PUBLIC,MINISTERE DES FINANCES,PREMIERE DECLARATION
ABDESSALAM,Ahmed,15-janv.-1988,RETRAITEE,MINISTERE DES AFFAIRES CULTURELLES,RETRAITE
